Selected,User ID,Vehicle Model,Time of Day,Battery Capacity (kWh),Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Distance Driven (since last charge) (km),Temperature (°C)
No,User_832,Chevy Bolt,Afternoon,75,51.0234,3.03484,45.8015,39.1307,270.619,11.008
No,User_833,Nissan Leaf,Evening,12.0333,62.6336,0.668854,9.03851,17.6823,288.55,47.3182
No,User_834,Tesla Model 3,Evening,105.287,42.6429,1.85146,8.12698,37.2204,276.56,-0.269334
No,User_835,Hyundai Kona,Morning,62,42.2228,2.32345,35.749,22.3321,258.221,18.5802
No,User_836,BMW i3,Night,140.762,60.0803,2.07831,46.1542,17.1111,221.897,-10.7248
No,User_837,Nissan Leaf,Afternoon,100,47.2002,4.1465,43.1148,28.5591,85.6022,37.5849
No,User_838,Nissan Leaf,Morning,50,58.5599,2.33902,18.5769,9.83544,70.4013,-2.27569
No,User_839,Chevy Bolt,Evening,75,18.5291,2.33642,6.34634,18.2661,187.581,38.7905
No,User_840,Chevy Bolt,Night,75,20.0263,1.82693,41.6178,28.4086,190.8,25.2571
No,User_841,Hyundai Kona,Evening,75,61.1208,0.863123,25.963,29.0831,95.8092,1.52058
No,User_842,Hyundai Kona,Evening,100,47.9958,2.69127,39.1548,10.6751,292.698,17.5881
No,User_843,Tesla Model 3,Evening,100,60.7048,3.07249,8.36482,38.6669,156.638,50.5439
No,User_844,Tesla Model 3,Evening,50,35.8439,0.584135,8.05772,9.07823,219.103,-9.0791
No,User_845,Hyundai Kona,Night,75,77.2613,2.93755,25.963,28.1045,128.626,18.9206
No,User_846,Hyundai Kona,Morning,75,44.8756,1.6792,9.76615,9.09698,245.355,22.9666
No,User_847,BMW i3,Evening,75,61.5673,3.71028,41.3163,8.42113,279.517,-2.20958
No,User_848,Chevy Bolt,Evening,50,24.7971,3.82079,36.2183,14.3134,51.6397,23.3504
No,User_849,Tesla Model 3,Afternoon,62,73.0761,5.94557,8.45584,37.4478,228.319,-0.413483
No,User_850,Chevy Bolt,Afternoon,85,6.53578,1.70554,13.4224,14.002,153.597,36.7857
No,User_851,Chevy Bolt,Night,62,22.5729,2.96015,25.2916,22.2248,49.076,24.4118
No,User_852,Hyundai Kona,Evening,96.6087,56.5165,3.00317,47.8295,38.133,31.1953,69.4859
No,User_853,BMW i3,Evening,75,42.6429,3.09539,5.1676,14.6673,280.32,17.787
No,User_854,Nissan Leaf,Evening,85,76.4499,2.27274,20.5523,11.3461,42.6203,32.608
No,User_855,BMW i3,Night,62,51.4923,3.91158,35.2195,21.3795,32.4846,-4.12344
No,User_856,BMW i3,Night,100,55.7826,1.27971,5.5922,8.0483,50.9054,15.8068
No,User_857,Chevy Bolt,Evening,62,67.7767,5.21161,9.80124,38.0007,28.5825,-10.6597
No,User_858,BMW i3,Evening,73.85,37.0556,1.68337,7.32242,38.6453,23.6182,5.66461
No,User_859,Tesla Model 3,Night,50,40.2713,2.77694,7.67557,14.4024,202.214,7.70194
No,User_860,Chevy Bolt,Evening,75,44.7697,0.640695,20.5902,29.6098,168.534,24.2582
No,User_861,Tesla Model 3,Morning,75,38.2138,1.88863,35.8922,22.2345,239.291,3.05617
No,User_862,Nissan Leaf,Morning,53.9737,65.1204,2.42606,12.3097,14.9561,256.208,16.4038
No,User_863,Chevy Bolt,Night,50,64,3.44562,30.2267,29.5279,220.638,38.3517
No,User_864,Nissan Leaf,Morning,85,5.01389,1.01234,46.8751,24.1144,139.939,1.60272
No,User_865,Chevy Bolt,Afternoon,85,49.9789,1.4365,25.963,34.3733,153.597,2.01008
No,User_866,Hyundai Kona,Evening,100,42.6429,0.595209,25.963,21.5911,110.22,4.13936
No,User_867,BMW i3,Afternoon,62,74.9369,1.50451,14.4347,38.3026,21.9955,27.2752
No,User_868,Hyundai Kona,Afternoon,75,40.2572,1.44155,17.9474,18.6641,61.0538,31.6024
No,User_869,Nissan Leaf,Afternoon,62,51.2029,1.44706,45.1909,39.1968,129.49,15.6484
No,User_870,BMW i3,Morning,85,54.885,3.03614,15.0142,31.9933,139.544,2.59052
No,User_871,Chevy Bolt,Evening,85,50.616,3.7607,34.8546,28.0508,153.597,-7.01245
No,User_872,BMW i3,Evening,100,55.6553,1.67897,30.4048,31.6442,179.432,16.0528
No,User_873,Tesla Model 3,Night,85,48.7577,2.51689,34.4812,11.6506,182.124,30.5789
No,User_874,BMW i3,Afternoon,85,72.9582,2.91783,29.9905,20.5181,256.27,12.9874
No,User_875,Tesla Model 3,Morning,62,58.1127,2.57223,43.4773,36.4354,293.12,24.1345
No,User_876,BMW i3,Afternoon,62,56.5204,2.29698,12.8886,9.43417,114.19,19.1032
No,User_877,Tesla Model 3,Afternoon,100,42.6429,2.61979,47.9813,20.9816,244.864,8.96418
No,User_878,Nissan Leaf,Evening,26.1365,28.7805,0.771312,7.44677,27.5213,162.466,5.29126
No,User_879,Hyundai Kona,Night,50,9.04773,1.96771,40.9108,25.2699,286.843,37.0362
No,User_880,Chevy Bolt,Morning,62,51.0854,0.949756,25.8385,7.18139,121.435,16.9531
No,User_881,BMW i3,Evening,62,36.2626,2.01236,38.1491,35.1461,85.3824,-0.495077
No,User_882,Hyundai Kona,Afternoon,62,77.4542,3.30826,29.4134,5.69147,238.865,2.24906
No,User_883,Chevy Bolt,Evening,62,68.2193,0.88645,14.8844,17.2671,221.378,1.81508
No,User_884,Chevy Bolt,Afternoon,100,57.6754,2.87957,46.3132,33.6742,124.079,3.26165
No,User_885,Tesla Model 3,Morning,88.8692,20.1708,2.45045,40.4208,37.2554,96.2533,2.84413
No,User_886,Nissan Leaf,Evening,100,78.1677,2.12848,48.9962,37.7449,214.621,-4.13663
No,User_887,Nissan Leaf,Evening,85,76.9535,3.44324,36.8107,35.7273,36.3974,9.26233
No,User_888,Hyundai Kona,Evening,50,62.7494,2.07332,15.8362,33.009,153.597,8.27327
No,User_889,Nissan Leaf,Evening,85,47.6304,1.5497,26.0125,18.4838,59.9941,24.2184
No,User_890,BMW i3,Evening,100,51.7371,1.35529,26.6919,16.0519,252.937,15.6124
No,User_891,Nissan Leaf,Morning,75,41.8865,3.74112,23.0221,26.3554,88.9173,7.80908
No,User_892,Hyundai Kona,Night,85,71.9557,1.65574,39.2158,26.3099,263.061,12.9702
No,User_893,Nissan Leaf,Morning,100,39.9328,2.70592,49.1166,20.7166,327.393,8.66358
No,User_894,BMW i3,Evening,85,30.5763,1.01373,49.4614,22.3371,260.143,19.0925
No,User_895,Tesla Model 3,Afternoon,75,73.6065,1.37572,26.0879,25.4808,153.597,-0.779034
No,User_896,Hyundai Kona,Afternoon,100,14.1099,0.936721,26.3999,13.5713,153.597,25.1928
No,User_897,Tesla Model 3,Evening,50,38.9576,2.43097,28.4383,10.6366,77.4203,-0.231206
No,User_898,Tesla Model 3,Night,62,60.7182,2.19416,18.4949,20.4727,84.0266,2.39432
No,User_899,Tesla Model 3,Evening,50,79.2781,3.89478,21.28,38.0733,11.6012,38.0265
No,User_900,Chevy Bolt,Morning,100,30.2752,1.79476,9.89609,15.6704,214.473,31.5544
No,User_901,Chevy Bolt,Night,50,42.6429,1.63159,25.963,13.4882,191.688,-5.79367
No,User_902,Tesla Model 3,Night,85,50.9226,2.74507,43.4093,30.0075,120.885,12.4626
No,User_903,Hyundai Kona,Morning,100,58.9244,2.20116,33.5272,18.0072,95.6444,4.83741
No,User_904,BMW i3,Night,50,6.26824,5.67379,25.963,7.7384,151.08,25.0687
No,User_905,BMW i3,Evening,85,13.0892,0.74998,31.9077,26.6043,272.198,14.5182
No,User_906,Nissan Leaf,Evening,50,31.1023,0.993842,40.1436,19.3632,10.931,13.7818
No,User_907,Hyundai Kona,Afternoon,43.7191,42.6429,2.3042,21.6885,8.59894,153.597,26.4407
No,User_908,Chevy Bolt,Morning,75,27.6944,1.40218,47.3262,7.234,32.8317,19.2652
No,User_909,Tesla Model 3,Night,100,50.5145,2.22873,19.0865,11.0602,121.1,29.2928
No,User_910,Nissan Leaf,Night,62,20.8464,1.49977,26.5778,15.7677,139.371,-2.37689
No,User_911,BMW i3,Night,100,45.6197,0.913834,36.5268,36.9506,153.597,33.5018
No,User_912,Chevy Bolt,Evening,58.3352,39.6868,1.40292,4.31933,13.1179,103.752,4.33845
No,User_913,Chevy Bolt,Morning,50,6.81802,3.06166,17.6949,22.3665,244.391,37.4873
No,User_914,Tesla Model 3,Evening,50,55.1715,2.28579,8.40336,10.7301,186.42,34.586
No,User_915,BMW i3,Night,101.023,152.239,0.710298,36.0923,32.5875,145.162,39.542
No,User_916,Hyundai Kona,Evening,85,60.2885,1.85315,51.3636,34.5859,113.358,41.8913
No,User_917,Chevy Bolt,Night,76.3366,16.3764,0.863984,33.3006,13.7959,193.399,3.32494
No,User_918,Tesla Model 3,Night,50,37.6101,3.44172,21.0677,32.7785,14.917,38.3408
No,User_919,Hyundai Kona,Evening,100,38.0096,2.83024,6.59023,7.7791,233.17,-4.14866
No,User_920,BMW i3,Night,75,51.8913,1.85418,29.9009,13.0485,74.5308,33.3572
No,User_921,Chevy Bolt,Evening,62,9.88998,1.61378,40.4409,19.354,20.0194,19.9504
No,User_922,Hyundai Kona,Afternoon,75,73.6274,0.962344,40.5358,27.4021,153.597,19.8013
No,User_923,Hyundai Kona,Evening,62,10.3366,3.71429,25.963,31.6858,47.5354,5.19491
No,User_924,Hyundai Kona,Afternoon,62,69.106,1.25715,27.3813,20.7924,217.306,41.3411
No,User_925,Chevy Bolt,Afternoon,75,18.3074,6.7731,23.9155,31.2465,226.729,13.5845
No,User_926,Chevy Bolt,Evening,75,41.7449,2.60786,11.1446,16.2932,166.765,19.7572
No,User_927,Nissan Leaf,Morning,100,42.6429,2.10308,25.3353,37.4227,102.648,18.6821
No,User_928,BMW i3,Morning,75,39.1523,1.31562,9.9381,29.701,232.777,32.0515
No,User_929,Tesla Model 3,Evening,75,37.1186,0.563719,8.69065,15.122,18.9415,-0.542639
No,User_930,Hyundai Kona,Evening,100,35.3454,2.11334,20.0039,60.4025,81.9701,-7.25765
No,User_931,Nissan Leaf,Night,62,18.0344,2.75699,20.3843,19.4559,245.74,4.26993
No,User_932,Tesla Model 3,Night,143.21,42.6429,2.39838,13.4768,40.2102,144.815,-3.73688
No,User_933,Nissan Leaf,Evening,50,45.6603,2.50597,40.6794,31.6266,168.814,22.7395
No,User_934,Chevy Bolt,Morning,75,37.9742,1.74368,4.27522,12.1325,299.76,18.3297
No,User_935,Hyundai Kona,Night,75,45.3938,2.08972,10.2747,32.8578,92.5778,6.02044
No,User_936,Tesla Model 3,Night,50,29.9814,0.66198,7.85172,24.3786,96.1252,-0.636346
No,User_937,Tesla Model 3,Morning,62,6.00672,2.33571,35.1282,30.0353,191.868,4.78893
No,User_938,Tesla Model 3,Evening,50,6.62359,2.70021,19.7565,26.5545,174.819,28.6175
No,User_939,Tesla Model 3,Morning,100,11.4313,1.93748,67.9347,16.139,166.555,21.3499
No,User_940,Tesla Model 3,Afternoon,7.45195,78.9355,2.75786,16.9761,7.8744,135.609,-9.44215
No,User_941,Nissan Leaf,Night,50,58.7415,2.91426,19.9427,20.6086,46.3704,-0.00429831
No,User_942,Hyundai Kona,Night,62,68.8333,1.62355,25.963,39.3778,137.235,32.8009
No,User_943,Chevy Bolt,Night,75,59.2176,1.60275,41.4264,33.5988,222.964,20.4221
No,User_944,Chevy Bolt,Morning,75,40.8573,2.53953,6.4988,35.7517,33.9903,3.31293
No,User_945,Chevy Bolt,Morning,62,56.0696,3.5909,47.9633,37.3096,219.244,-5.19191
No,User_946,Chevy Bolt,Evening,62,78.2368,3.81662,16.3942,17.7284,46.8375,37.8798
No,User_947,Nissan Leaf,Night,50,17.4734,0.834578,25.7926,13.8533,167.689,9.46251
No,User_948,BMW i3,Afternoon,75,26.2211,1.11386,29.5359,33.1513,30.1576,35.5099
No,User_949,Hyundai Kona,Evening,50,70.0973,3.61693,11.6814,15.9183,165.141,-5.44596
No,User_950,Tesla Model 3,Morning,100,55.4086,3.8435,29.5983,33.4639,125.624,5.18469
No,User_951,BMW i3,Afternoon,62,33.4723,3.29858,43.4818,33.6372,27.7701,8.65625
No,User_952,Chevy Bolt,Evening,50,53.5752,0.834375,27.3284,37.022,273.119,5.56966
No,User_953,BMW i3,Morning,94.3582,11.2884,2.39284,6.33518,16.3851,184.147,23.1563
No,User_954,Hyundai Kona,Afternoon,85,6.2691,1.08196,14.863,11.2431,195.201,2.88256
No,User_955,Tesla Model 3,Evening,75,42.9527,1.615,9.87396,16.525,40.7411,3.7337
No,User_956,Tesla Model 3,Afternoon,75,43.2449,3.19653,13.1097,26.8737,187.427,20.0042
No,User_957,Hyundai Kona,Morning,140.514,12.4422,2.92263,41.6687,18.7955,168.217,-9.11306
No,User_958,Hyundai Kona,Evening,100,29.1834,3.09921,5.36515,31.6655,247.43,9.01566
No,User_959,Chevy Bolt,Morning,100,74.1827,1.06684,19.4371,22.2618,119.341,26.6536
No,User_960,Tesla Model 3,Night,100,72.0892,2.49616,7.49458,20.2886,87.6787,3.92703
No,User_961,BMW i3,Night,75,25.3297,1.74272,29.1463,16.5929,32.913,6.3163
No,User_962,Nissan Leaf,Afternoon,85,58.5093,1.60891,19.8967,30.0937,111.465,21.7788
No,User_963,Nissan Leaf,Night,85,76.5777,1.8096,28.3595,9.01429,196.8,28.21
No,User_964,Hyundai Kona,Morning,75,32.0241,1.28782,37.8683,22.4728,105.957,-2.4842
No,User_965,Chevy Bolt,Afternoon,100,63.432,2.74688,18.594,19.8492,153.597,-0.699688
No,User_966,Nissan Leaf,Evening,78.2051,8.25921,0.927741,39.0394,14.4395,153.597,-3.20032
No,User_967,Tesla Model 3,Morning,62,65.0308,2.24374,38.7756,22.1597,185.22,-4.85172
No,User_968,Hyundai Kona,Evening,85,39.19,2.72852,19.26,27.6294,85.4272,32.8256
No,User_969,BMW i3,Evening,100,79.3574,3.36599,12.7955,17.5048,222.159,24.9104
No,User_970,Hyundai Kona,Evening,62,76.6638,4.18968,14.2252,37.1287,284.285,26.5963
No,User_971,BMW i3,Evening,50,54.3176,3.67872,34.0899,34.4225,119.024,-4.19727
No,User_972,Hyundai Kona,Morning,50,31.5515,3.33353,38.1102,36.8052,153.597,46.8013
No,User_973,Hyundai Kona,Night,50,45.8137,3.44418,17.3546,7.40077,235.838,28.4312
No,User_974,Hyundai Kona,Morning,100,60.3863,3.46026,8.65833,25.9939,225.157,22.6135
No,User_975,BMW i3,Night,100,32.5989,2.38637,41.2194,38.5874,240.307,37.0666
No,User_976,BMW i3,Evening,100,0.0457718,2.04308,5.44374,29.9697,272.918,-0.135058
No,User_977,Hyundai Kona,Night,101.88,53.399,3.24394,40.5756,21.9419,145.849,27.8985
No,User_978,Nissan Leaf,Evening,62,73.4526,3.64456,15.4158,14.889,183.988,37.3068
No,User_979,Chevy Bolt,Afternoon,62,75.5234,3.32692,24.8909,10.1026,125.539,0.581612
No,User_980,Chevy Bolt,Evening,75,42.6429,2.55459,47.5515,30.9757,293.291,-7.78606
No,User_981,Chevy Bolt,Night,50,65.0386,3.45851,25.8934,6.82273,229.847,20.2279
No,User_982,BMW i3,Afternoon,85,63.9912,3.27371,42.3933,34.0085,191.767,21.3041
No,User_983,BMW i3,Afternoon,104,65.9342,3.30345,38.5375,11.9021,38.4649,-9.60366
No,User_984,Nissan Leaf,Evening,75,26.7569,0.165394,6.23925,9.58014,77.1546,23.1205
No,User_985,Chevy Bolt,Morning,62,8.82383,3.39494,25.963,22.2087,78.5982,7.67151
No,User_986,Chevy Bolt,Night,100,73.7809,3.80523,46.8057,13.466,16.7267,36.671
No,User_987,Hyundai Kona,Afternoon,62,26.5109,3.14859,28.5313,10.1284,292.321,14.4187
No,User_988,BMW i3,Morning,100,77.6385,3.57753,8.12545,33.5244,67.0334,-3.38629
No,User_989,Chevy Bolt,Evening,100,78.1302,3.37077,3.98487,9.48731,115.003,13.2956
No,User_990,Nissan Leaf,Evening,91.9232,5.60239,3.2475,16.3234,30.1497,54.3197,-0.749513
No,User_991,Nissan Leaf,Evening,85,20.0938,1.15229,46.351,22.7028,68.5934,28.6974
No,User_992,Chevy Bolt,Evening,100,40.276,1.22336,3.82706,20.6334,23.2275,22.7932
No,User_993,BMW i3,Night,75,53.957,3.73705,17.8747,14.8874,17.0945,6.80006
No,User_994,Nissan Leaf,Afternoon,62,60.6138,3.07467,20.918,12.5082,103.509,32.5246
No,User_995,Hyundai Kona,Night,75,63.3084,3.80483,6.45227,25.0943,170.148,27.5767
No,User_996,Nissan Leaf,Afternoon,75,38.6056,0.873091,33.6829,33.7245,223.297,-2.78101
No,User_997,Tesla Model 3,Morning,62,65.6058,3.94232,7.33009,21.6633,81.0483,1.84737
No,User_998,Tesla Model 3,Morning,85,46.6199,1.56279,7.38869,16.7068,210.749,-0.460757
No,User_999,BMW i3,Afternoon,188.635,49.3632,1.22617,2.24613,25.5698,60.0145,-6.55335
No,User_1000,Chevy Bolt,Evening,100,24.8745,0.927152,11.4414,19.9704,60.8119,7.87904
No,User_1001,BMW i3,Morning,62,54.3622,1.92508,36.3613,26.4787,294.476,31.4782
No,User_1002,BMW i3,Night,50,6.44367,2.63453,14.9924,8.85538,11.7422,-4.27531
No,User_1003,BMW i3,Afternoon,75,28.2156,2.40681,23.6931,26.5517,293.582,28.844
No,User_1004,BMW i3,Morning,75,42.2855,2.71185,19.1672,12.9638,52.3833,37.902
No,User_1005,Hyundai Kona,Afternoon,85,76.1733,1.5061,28.5875,17.6838,369.854,18.0451
No,User_1006,Hyundai Kona,Evening,75,34.9972,0.786955,20.395,8.16307,283.05,36.235
No,User_1007,Nissan Leaf,Afternoon,75,26.5097,2.19005,25.963,24.6866,14.4484,3.47847
No,User_1008,Tesla Model 3,Morning,50,34.9551,1.6847,12.0294,9.96416,262.092,4.9456
No,User_1009,BMW i3,Afternoon,50,62.0462,0.922765,18.5627,37.5476,43.0279,-0.966444
No,User_1010,Nissan Leaf,Morning,50,69.8745,2.01463,16.5105,6.58562,245.076,2.773
No,User_1011,Tesla Model 3,Morning,100,10.4317,3.31316,31.3921,38.6061,227.139,5.44396
No,User_1012,Chevy Bolt,Morning,50,46.538,3.42737,7.19533,34.7115,150.652,29.3738
No,User_1013,Hyundai Kona,Night,50,53.2064,3.9491,47.6337,33.4238,146.682,11.3937
No,User_1014,Tesla Model 3,Evening,62,42.6429,1.08867,43.4872,21.4656,271.748,-9.55471
No,User_1015,Chevy Bolt,Evening,50,26.9679,2.73525,15.8222,28.822,114.816,39.774
No,User_1016,Tesla Model 3,Afternoon,62,68.5192,2.36205,48.5892,33.0048,77.7081,-2.26968
No,User_1017,Hyundai Kona,Afternoon,100,71.7085,5.44409,38.7961,37.0958,181.089,2.61613
No,User_1018,Hyundai Kona,Morning,50,79.2485,1.77372,33.0051,13.891,252.84,12.5362
No,User_1019,Nissan Leaf,Evening,157.576,34.1492,3.97557,48.7663,13.0779,257.464,19.7309
No,User_1020,BMW i3,Afternoon,86.0925,66.7063,2.83431,25.2906,9.15686,142.076,31.4887
No,User_1021,Tesla Model 3,Afternoon,62,30.7735,3.09791,49.7518,13.8514,234.747,12.8074
No,User_1022,Tesla Model 3,Evening,50,24.1558,2.30271,4.78415,13.8964,289.847,23.403
No,User_1023,Chevy Bolt,Morning,62,10.3476,3.31848,9.39164,39.7768,40.1358,37.4627
No,User_1024,Hyundai Kona,Afternoon,62,26.3045,3.58451,49.8892,9.56222,97.8184,31.4219
No,User_1025,Tesla Model 3,Morning,85,26.7303,0.668708,12.9537,26.7644,131.398,-4.60499
No,User_1026,Hyundai Kona,Evening,50,48.6148,3.69129,22.0689,31.4997,50.1344,11.9087
No,User_1027,Tesla Model 3,Evening,85,1.33023,1.33804,23.2929,11.8109,324.525,-3.94357
No,User_1028,Nissan Leaf,Afternoon,85,44.016,1.32431,38.1053,32.9354,78.1194,5.87954
No,User_1029,BMW i3,Afternoon,85,18.4339,1.61546,22.3247,10.4061,104.376,30.5199
No,User_1030,Tesla Model 3,Evening,62,37.7031,2.73467,34.7225,24.6729,274.459,6.67277
No,User_1031,Hyundai Kona,Morning,100,56.1984,0.18248,40.7237,19.6208,39.6792,34.0593
No,User_1032,Nissan Leaf,Morning,85,73.276,1.48721,23.3246,23.6146,153.597,31.1477
No,User_1033,Tesla Model 3,Night,100,76.8924,7.63514,10.4461,39.7945,226.395,32.8827
No,User_1034,Chevy Bolt,Evening,75,23.9251,1.62874,42.9291,21.8281,219.755,38.2608
No,User_1035,BMW i3,Afternoon,50,50.4894,0.720144,42.7874,15.8381,221.592,29.5952
No,User_1036,Tesla Model 3,Evening,60.6597,66.0915,1.27289,37.6006,14.8065,167.664,9.95392
No,User_1037,Nissan Leaf,Afternoon,62,6.91842,5.5055,49.0611,9.2139,196.347,26.2035
No,User_1038,Chevy Bolt,Morning,100,42.6429,1.58223,46.9222,23.9543,161.636,0.969888
No,User_1039,Nissan Leaf,Afternoon,85,61.0381,1.99377,41.5494,35.5511,95.5286,27.0555
No,User_1040,Nissan Leaf,Night,85,64.2296,2.12958,18.1626,14.831,171.224,14.3861
No,User_1041,Chevy Bolt,Morning,50,44.8868,2.04126,28.9774,7.09362,184.69,22.7537
No,User_1042,Nissan Leaf,Night,100,58.9409,3.20535,43.7022,37.3334,81.1829,19.4576
No,User_1043,Chevy Bolt,Evening,109.795,10.0398,1.30294,25.963,26.5942,81.8211,35.1452
No,User_1044,Tesla Model 3,Afternoon,100,17.5349,3.71846,7.63549,26.1161,89.8029,-4.38446
No,User_1045,Chevy Bolt,Morning,85,29.7584,2.15524,29.385,20.0653,51.2023,-1.35333
No,User_1046,Chevy Bolt,Afternoon,75,69.5965,2.33904,14.8607,38.1295,288.98,73.1696
No,User_1047,BMW i3,Night,75,49.9339,1.10862,37.9342,28.2865,56.7109,27.0097
No,User_1048,Chevy Bolt,Morning,75,14.4922,3.88926,41.3779,16.3847,97.0588,25.0023
No,User_1049,Chevy Bolt,Night,85,38.4094,2.49757,22.116,19.8268,153.597,-3.61334
No,User_1050,Tesla Model 3,Morning,100,8.23458,0.904993,43.8129,8.68224,298.719,38.569
No,User_1051,BMW i3,Evening,75,34.8616,3.4702,4.94061,24.3013,155.733,35.4016
No,User_1052,Hyundai Kona,Evening,62,57.9275,1.71547,25.963,31.5361,59.427,34.6574
No,User_1053,Tesla Model 3,Afternoon,50,49.4092,2.87931,34.0149,38.9202,274.981,-7.57174
No,User_1054,Tesla Model 3,Night,50,9.98078,1.8537,33.333,21.095,30.4325,37.805
No,User_1055,Hyundai Kona,Night,62,29.0524,2.9478,15.9635,7.67714,195.621,-1.97393
No,User_1056,Chevy Bolt,Morning,75,42.0942,1.00173,6.31003,3.66858,103.28,30.7223
No,User_1057,Nissan Leaf,Evening,75,45.7695,0.957052,17.4005,14.0233,153.597,1.26095
No,User_1058,BMW i3,Afternoon,75,53.7133,0.891461,18.623,29.0273,36.424,23.7637
No,User_1059,Nissan Leaf,Evening,55.8167,66.4055,3.02669,39.8562,35.4743,61.6119,33.7852
No,User_1060,Hyundai Kona,Night,85,11.4569,3.50759,18.9054,27.0267,99.808,15.4422
No,User_1061,Tesla Model 3,Afternoon,100,75.571,2.57445,21.5125,5.98501,281.313,13.4128
No,User_1062,Tesla Model 3,Evening,50,44.3613,2.86962,3.91866,6.97918,63.0324,39.9375
No,User_1063,BMW i3,Evening,62,28.253,0.908635,30.0024,12.1724,151.413,1.94075
No,User_1064,Tesla Model 3,Morning,100,39.4888,0.858459,16.3715,27.7675,250.812,35.7492
No,User_1065,Tesla Model 3,Morning,75,25.3659,0.560019,37.5831,7.14347,153.597,24.9061
No,User_1066,BMW i3,Night,62,69.211,2.28699,28.7566,5.5509,66.2003,11.8889
No,User_1067,BMW i3,Evening,45.816,34.6022,2.51884,5.57975,29.239,155.184,5.09723
No,User_1068,Hyundai Kona,Morning,62,40.787,3.43185,11.0319,22.8646,159.616,-0.658493
No,User_1069,Tesla Model 3,Evening,62,21.8713,0.572,10.6021,25.9873,296.576,33.4048
No,User_1070,Tesla Model 3,Afternoon,75,47.2321,3.64377,42.9603,37.9003,208.816,10.7391
No,User_1071,Hyundai Kona,Evening,62,42.6429,2.8776,18.56,13.9304,246.154,28.1006
No,User_1072,Chevy Bolt,Evening,82.6668,18.7905,1.63913,38.2618,39.5162,153.597,-2.73664
No,User_1073,Chevy Bolt,Night,100,47.2853,0.658087,3.60294,11.9666,295.214,-3.66736
No,User_1074,Chevy Bolt,Afternoon,62,30.1656,1.17245,21.3439,27.3885,185.553,37.2225
No,User_1075,Hyundai Kona,Afternoon,85,34.8951,1.6034,4.88144,33.675,269.888,-6.42874
No,User_1076,Tesla Model 3,Morning,100,54.9645,3.52294,41.407,38.7729,141.468,39.5338
No,User_1077,Hyundai Kona,Afternoon,50,74.7858,1.67851,36.5535,31.3021,245.597,21.3793
No,User_1078,Hyundai Kona,Night,75,34.7905,1.81388,23.2153,31.8011,247.749,17.2418
No,User_1079,Chevy Bolt,Morning,75,69.1331,3.00767,10.7056,17.3874,91.5512,3.4429
No,User_1080,Nissan Leaf,Evening,78.4317,38.0854,1.949,1.65494,15.6317,135.711,-5.93921
No,User_1081,Tesla Model 3,Afternoon,50,27.7527,0.903866,31.6559,17.0907,265.695,34.0229
No,User_1082,Chevy Bolt,Evening,85,41.6548,0.14003,11.1091,33.3878,111.863,13.0731
No,User_1083,Nissan Leaf,Morning,85,35.3868,2.30779,44.849,38.4035,286.835,-7.64342
No,User_1084,Nissan Leaf,Afternoon,85,68.5677,1.5582,16.4755,24.5349,92.0449,-9.83168
No,User_1085,BMW i3,Morning,106.821,42.6429,2.21514,38.9686,6.56321,30.6493,17.7751
No,User_1086,Tesla Model 3,Morning,50,36.4655,1.20917,37.8603,9.94151,56.4295,36.1518
No,User_1087,Nissan Leaf,Afternoon,100,44.6405,1.19666,25.963,17.6587,294.757,-6.26489
No,User_1088,Chevy Bolt,Afternoon,50,40.2716,2.69291,49.5664,25.5489,156.485,33.7913
No,User_1089,BMW i3,Morning,62,34.4334,0.680251,34.172,12.646,265.837,22.2062
No,User_1090,Tesla Model 3,Night,50,42.6429,0.942143,15.4153,31.4729,266.593,20.7801
No,User_1091,Hyundai Kona,Afternoon,85,18.5614,1.57607,25.963,7.25135,397.818,26.2034
No,User_1092,Chevy Bolt,Morning,75,59.7978,2.12215,14.5649,22.9342,276.225,-0.635148
No,User_1093,Nissan Leaf,Evening,75,59.7683,3.25394,35.055,39.2979,166.333,18.1646
No,User_1094,Nissan Leaf,Evening,62,36.7015,1.87249,19.1219,5.5556,49.5508,30.2858
No,User_1095,Chevy Bolt,Afternoon,62,10.2318,2.68678,44.9556,36.6449,112.014,-3.8238
No,User_1096,Nissan Leaf,Afternoon,100,24.2305,0.93401,7.75734,23.5291,171.992,4.97529
No,User_1097,BMW i3,Evening,85,21.7061,2.5051,47.9795,8.1235,169.832,18.7488
No,User_1098,Tesla Model 3,Morning,85,57.8963,1.73381,10.4116,23.0852,101.554,23.9063
No,User_1099,BMW i3,Morning,85,35.1711,1.3929,38.8211,39.911,178.011,8.22366
No,User_1100,Nissan Leaf,Morning,75,15.7296,3.88267,38.3152,19.6338,279.031,10.7534
No,User_1101,Hyundai Kona,Night,85,34.078,2.36489,12.5976,19.57,153.597,5.36992
No,User_1102,Tesla Model 3,Afternoon,100,26.0502,2.03447,27.1455,36.216,211.495,19.3947
No,User_1103,Tesla Model 3,Night,85,21.8479,3.27572,25.963,11.7674,240.656,11.9137
No,User_1104,Chevy Bolt,Night,75,15.4255,1.70938,18.9999,22.7681,218.142,0.00996083
No,User_1105,Chevy Bolt,Night,85,13.6507,1.46022,33.3041,38.3143,153.597,28.9191
No,User_1106,Hyundai Kona,Night,75,24.7757,0.878089,25.963,7.64075,171.106,0.95113
